idn,dl_sm_cde,dn_sm_cde,dn_cm_cde,pie_no,ty_jl_cde,inx_no,me_og_cde,buse_cde,sat_mhe,end_mhe,en_mt_cde,mop_cde,re_om_cde,lay_ymd,lg_yo_cde,om_pe_dtr,hol_std,vel_std,pe_rw_num,lenx,spt_hsl,ept_hsl,st_pip_hit,et_pip_hit,spt_dep,ept_dep,are_dep,st_rt_rto,hh_fy_cde,chk_yno,mr_dl_cde,dr_en_yno,st_st_yno,dtr_cce,pe_nr_cce,dr_lx_cce,dr_lp_cce,yr_dx_cce,pw_hp_cce,dp_pe_cce,da_st_cde,nw_da_yno,ifw_riv,rmk,ue_st_year,cn_pl_year,cn_spot,rp_mt_cde,dg_gn_cde,cn_area,cn_cs_cde,sy_gn_cde,dv_gn_cde,mr_pl_cde,sv_yn_cde,gh_fc_chk,in_pi_cde,cn_nam,year
25-06914,T,SN,SLO,5114-100,SB010,"377051973",SB25,"13",5110-300-1,5114-200-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",47.270,31.05,30.27,29.79,29.23,0.96,0.74,0.85,11.85,"999",N,N,,,Ø300,5114-100/Ø300,Ø300/L47.27,Ø300/L47.27/D0.96/D0.74,2020/Ø300/L47.27,2020/HP/Ø300/L47.27/D29.79/D29.23/S11.85,2020/HP/Ø300/L47.27/D0.96/D0.74,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-06948,T,SN,SLO,5116-300,SB010,"377051973",SB25,"13",5116-300-1,5117-100-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",58.350,28.75,27.63,27.68,26.13,0.77,1.20,0.98,26.56,"999",N,N,,,Ø300,5116-300/Ø300,Ø300/L58.35,Ø300/L58.35/D0.77/D1.20,2020/Ø300/L58.35,2020/HP/Ø300/L58.35/D27.68/D26.13/S26.56,2020/HP/Ø300/L58.35/D0.77/D1.20,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-06926,T,SN,SLO,0212-200,SB007,"377051973",SB25,"13",0212-200-1,0212-300-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",58.850,29.23,28.35,27.43,26.75,1.35,1.15,1.25,11.55,"999",N,N,,,Ø450,0212-200/Ø450,Ø450/L58.85,Ø450/L58.85/D1.35/D1.15,2020/Ø450/L58.85,2020/HP/Ø450/L58.85/D27.43/D26.75/S11.55,2020/HP/Ø450/L58.85/D1.35/D1.15,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-07072,T,SN,SLO,0210-301,SB007,"377051973",SB25,"13",0210-301-1,0210-300-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",57.790,30.69,29.74,29.04,27.99,1.20,1.30,1.25,18.17,"999",N,N,,,Ø450,0210-301/Ø450,Ø450/L57.79,Ø450/L57.79/D1.20/D1.30,2020/Ø450/L57.79,2020/HP/Ø450/L57.79/D29.04/D27.99/S18.17,2020/HP/Ø450/L57.79/D1.20/D1.30,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-06923,T,SN,SLO,5122-201,SB010,"377051973",SB25,"13",5122-201-1,5122-202-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",39.210,30.81,29.94,29.73,28.84,0.78,0.80,0.79,22.70,"999",N,N,,,Ø300,5122-201/Ø300,Ø300/L39.21,Ø300/L39.21/D0.78/D0.80,2020/Ø300/L39.21,2020/HP/Ø300/L39.21/D29.73/D28.84/S22.70,2020/HP/Ø300/L39.21/D0.78/D0.80,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-07068,T,SN,SLO,5111-104,SB010,"377051973",SB25,"13",5111-104-1,5111-105-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",96.500,32.69,30.65,31.69,29.65,0.70,0.70,0.70,21.14,"999",N,N,,,Ø300,5111-104/Ø300,Ø300/L96.50,Ø300/L96.50/D0.70/D0.70,2020/Ø300/L96.50,2020/HP/Ø300/L96.50/D31.69/D29.65/S21.14,2020/HP/Ø300/L96.50/D0.70/D0.70,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-06945,T,SN,SLO,5123-200,SB010,"377051973",SB25,"13",5123-200-1,5122-100-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",42.940,31.54,29.68,30.20,28.77,1.04,0.61,0.82,33.30,"999",N,N,,,Ø300,5123-200/Ø300,Ø300/L42.94,Ø300/L42.94/D1.04/D0.61,2020/Ø300/L42.94,2020/HP/Ø300/L42.94/D30.20/D28.77/S33.30,2020/HP/Ø300/L42.94/D1.04/D0.61,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-06944,T,SN,SLO,0208-200,SB007,"377051973",SB25,"13",0208-200-1,0211-100-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",50.050,31.86,29.85,30.21,28.34,1.20,1.06,1.13,37.36,"999",N,N,,,Ø450,0208-200/Ø450,Ø450/L50.05,Ø450/L50.05/D1.20/D1.06,2020/Ø450/L50.05,2020/HP/Ø450/L50.05/D30.21/D28.34/S37.36,2020/HP/Ø450/L50.05/D1.20/D1.06,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-06872,T,SN,SLO,5124-201,SB010,"377051973",SB25,"13",5181-100-1,5124-202-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",19.310,33.61,32.68,32.51,31.57,0.80,0.81,0.81,48.68,"999",N,N,,,Ø300,5124-201/Ø300,Ø300/L19.31,Ø300/L19.31/D0.80/D0.81,2020/Ø300/L19.31,2020/HP/Ø300/L19.31/D32.51/D31.57/S48.68,2020/HP/Ø300/L19.31/D0.80/D0.81,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-06896,T,SN,SLO,5181-100,SB010,"377051973",SB25,"13",5181-100-1,5181-200-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",28.620,33.61,33.28,32.74,32.08,0.57,0.90,0.73,23.06,"999",N,N,,,Ø300,5181-100/Ø300,Ø300/L28.62,Ø300/L28.62/D0.57/D0.90,2020/Ø300/L28.62,2020/HP/Ø300/L28.62/D32.74/D32.08/S23.06,2020/HP/Ø300/L28.62/D0.57/D0.90,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-06929,T,SN,SLO,0207-101,SB007,"377051973",SB25,"13",0000-250-1,0206-100-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",10.300,34.66,33.64,33.85,32.37,0.36,0.82,0.59,143.69,"999",N,N,,,Ø450,0207-101/Ø450,Ø450/L10.30,Ø450/L10.30/D0.36/D0.82,2020/Ø450/L10.30,2020/HP/Ø450/L10.30/D33.85/D32.37/S143.69,2020/HP/Ø450/L10.30/D0.36/D0.82,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",D,N,,"001",,"2020"
25-06943,T,SN,SLO,0207-200,SB007,"377051973",SB25,"13",0207-200-1,0207-300-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",57.800,32.73,30.01,30.92,28.34,1.36,1.22,1.29,44.64,"999",N,N,,,Ø450,0207-200/Ø450,Ø450/L57.80,Ø450/L57.80/D1.36/D1.22,2020/Ø450/L57.80,2020/HP/Ø450/L57.80/D30.92/D28.34/S44.64,2020/HP/Ø450/L57.80/D1.36/D1.22,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-06989,T,SN,SLO,5180-100,SB010,"377051974",SB25,"13",5180-100-1,5180-200-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",43.340,31.87,31.45,30.73,30.19,0.84,0.96,0.90,12.46,"999",N,N,,,Ø300,5180-100/Ø300,Ø300/L43.34,Ø300/L43.34/D0.84/D0.96,2020/Ø300/L43.34,2020/HP/Ø300/L43.34/D30.73/D30.19/S12.46,2020/HP/Ø300/L43.34/D0.84/D0.96,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-06972,T,SN,SLO,5182-301,SB010,"377051974",SB25,"13",5182-301-1,5182-302-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",51.280,32.47,32.43,31.42,31.38,0.75,0.75,0.75,0.78,"999",N,N,,,Ø300,5182-301/Ø300,Ø300/L51.28,Ø300/L51.28/D0.75/D0.75,2020/Ø300/L51.28,2020/HP/Ø300/L51.28/D31.42/D31.38/S0.78,2020/HP/Ø300/L51.28/D0.75/D0.75,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-06901,T,SN,SLO,5182-100,SB010,"377051974",SB25,"13",5182-100-1,5182-200-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",38.480,33.07,33.10,32.17,32.10,0.60,0.70,0.65,1.82,"999",N,N,,,Ø300,5182-100/Ø300,Ø300/L38.48,Ø300/L38.48/D0.60/D0.70,2020/Ø300/L38.48,2020/HP/Ø300/L38.48/D32.17/D32.10/S1.82,2020/HP/Ø300/L38.48/D0.60/D0.70,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-06868,T,SN,SLO,5141-200,SB010,"377051974",SB25,"13",5141-200-1,5142-100-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",46.850,23.14,22.76,0.00,0.00,0.00,0.00,0.00,0.00,"999",N,N,,,Ø300,5141-200/Ø300,Ø300/L46.85,Ø300/L46.85/D0.00/D0.00,2020/Ø300/L46.85,2020/HP/Ø300/L46.85/D0.00/D0.00/S0.00,2020/HP/Ø300/L46.85/D0.00/D0.00,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"002",,"2020"
25-06881,T,SN,SLO,5141-100,SB010,"377051974",SB25,"13",5141-100-1,5141-200-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",48.640,23.70,23.14,22.60,21.99,0.80,0.85,0.82,12.54,"999",N,N,,,Ø300,5141-100/Ø300,Ø300/L48.64,Ø300/L48.64/D0.80/D0.85,2020/Ø300/L48.64,2020/HP/Ø300/L48.64/D22.60/D21.99/S12.54,2020/HP/Ø300/L48.64/D0.80/D0.85,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-06893,T,SN,SLO,0230-100,SB007,"377051974",SB25,"13",0230-100-1,0041-100-1,"001","012","001",2020/12/31,"0","500",0.00,0.00,"1",57.540,24.25,23.78,0.00,0.00,0.00,0.00,0.00,0.00,"999",N,N,,,Ø500,0230-100/Ø500,Ø500/L57.54,Ø500/L57.54/D0.00/D0.00,2020/Ø500/L57.54,2020/HP/Ø500/L57.54/D0.00/D0.00/S0.00,2020/HP/Ø500/L57.54/D0.00/D0.00,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"002",,"2020"
25-06892,T,SN,SLO,5147-300,SB010,"377051974",SB25,"13",5147-300-1,5150-100-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",56.780,24.20,23.71,0.00,0.00,0.00,0.00,0.00,0.00,"999",,N,,,Ø300,5147-300/Ø300,Ø300/L56.78,Ø300/L56.78/D0.00/D0.00,2020/Ø300/L56.78,2020/HP/Ø300/L56.78/D0.00/D0.00/S0.00,2020/HP/Ø300/L56.78/D0.00/D0.00,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"002",,"2020"
25-06931,T,SN,SLO,0227-100,SB007,"377051974",SB25,"13",0227-100-1,0227-200-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",50.300,24.82,24.27,23.11,22.42,1.26,1.40,1.33,13.72,"999",N,N,,,Ø450,0227-100/Ø450,Ø450/L50.30,Ø450/L50.30/D1.26/D1.40,2020/Ø450/L50.30,2020/HP/Ø450/L50.30/D23.11/D22.42/S13.72,2020/HP/Ø450/L50.30/D1.26/D1.40,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-06891,T,SN,SLO,0226-100,SB007,"377051974",SB25,"13",0226-100-1,0227-100-1,"001","012","001",2020/12/31,"0","500",0.00,0.00,"1",39.870,25.16,24.82,23.46,22.88,1.20,1.44,1.32,14.55,"999",N,N,,,Ø500,0226-100/Ø500,Ø500/L39.87,Ø500/L39.87/D1.20/D1.44,2020/Ø500/L39.87,2020/HP/Ø500/L39.87/D23.46/D22.88/S14.55,2020/HP/Ø500/L39.87/D1.20/D1.44,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-07009,T,SN,SLO,5150-200,SB010,"377051974",SB25,"13",5150-200-1,5150-300-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",42.350,23.14,22.72,21.94,21.60,0.90,0.82,0.86,8.03,"999",N,N,,,Ø300,5150-200/Ø300,Ø300/L42.35,Ø300/L42.35/D0.90/D0.82,2020/Ø300/L42.35,2020/HP/Ø300/L42.35/D21.94/D21.60/S8.03,2020/HP/Ø300/L42.35/D0.90/D0.82,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-07006,T,SN,SLO,5151-101,SB010,"377051974",SB25,"13",5150-200-1,5151-102-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",49.290,23.15,23.14,22.00,22.01,0.85,0.83,0.84,-0.20,"999",N,N,,,Ø300,5151-101/Ø300,Ø300/L49.29,Ø300/L49.29/D0.85/D0.83,2020/Ø300/L49.29,2020/HP/Ø300/L49.29/D22.00/D22.01/S-0.20,2020/HP/Ø300/L49.29/D0.85/D0.83,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-07083,T,SN,SLO,5155-200,SB010,"377051975",SB25,"13",5155-200-1,5155-300-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",54.940,22.26,21.86,21.26,20.46,0.70,1.10,0.90,14.56,"999",N,N,,,Ø300,5155-200/Ø300,Ø300/L54.94,Ø300/L54.94/D0.70/D1.10,2020/Ø300/L54.94,2020/HP/Ø300/L54.94/D21.26/D20.46/S14.56,2020/HP/Ø300/L54.94/D0.70/D1.10,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-06940,T,SN,SLO,5155-100,SB010,"377051975",SB25,"13",5155-200-1,5142-100-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",60.960,22.26,22.76,0.00,0.00,0.00,0.00,0.00,0.00,"999",N,N,,,Ø300,5155-100/Ø300,Ø300/L60.96,Ø300/L60.96/D0.00/D0.00,2020/Ø300/L60.96,2020/HP/Ø300/L60.96/D0.00/D0.00/S0.00,2020/HP/Ø300/L60.96/D0.00/D0.00,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"002",,"2020"
25-06869,T,SN,SLO,5142-100,SB010,"377051975",SB25,"13",5142-100-1,5142-200-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",46.130,22.76,21.60,21.58,20.20,0.88,1.10,0.99,29.92,"999",N,N,,,Ø300,5142-100/Ø300,Ø300/L46.13,Ø300/L46.13/D0.88/D1.10,2020/Ø300/L46.13,2020/HP/Ø300/L46.13/D21.58/D20.20/S29.92,2020/HP/Ø300/L46.13/D0.88/D1.10,"71",Y,,,"1900","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-03923,T,SN,AS,0002-100,SB007,"377051890",SB25,"13",0005-300-1,0002-200-1,"001","012","001",2021/12/31,"0","450",0.00,0.00,"1",57.550,38.72,35.14,36.67,33.14,1.60,1.55,1.58,61.34,"999",N,N,,,Ø450,0002-100/Ø450,Ø450/L57.55,Ø450/L57.55/D1.60/D1.55,2021/Ø450/L57.55,2021/HP/Ø450/L57.55/D36.67/D33.14/S61.34,2021/HP/Ø450/L57.55/D1.60/D1.55,"71",Y,,,"1900","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-04049,T,SN,AS,5004-400,SB010,"377051889",SB25,"13",5004-400-1,5004-500-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",37.000,34.80,33.62,33.10,31.97,1.40,1.35,1.38,30.54,"999",,N,,,Ø300,5004-400/Ø300,Ø300/L37.00,Ø300/L37.00/D1.40/D1.35,2020/Ø300/L37.00,2020/HP/Ø300/L37.00/D33.10/D31.97/S30.54,2020/HP/Ø300/L37.00/D1.40/D1.35,"71",Y,,,"1900","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-12669,T,SN,GDT,0020-102,SB007,"377051981",SB25,"13",0020-102-01,0020-100-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",3.590,27.60,27.52,26.60,26.47,0.55,0.60,0.57,36.21,"999",,N,,,Ø450,0020-102/Ø450,Ø450/L3.59,Ø450/L3.59/D0.55/D0.60,2020/Ø450/L3.59,2020/HP/Ø450/L3.59/D26.60/D26.47/S36.21,2020/HP/Ø450/L3.59/D0.55/D0.60,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",M,N,,"001",,"2020"
25-12681,T,SN,GDT,0027-101,SB007,"377051981",SB25,"13",0000-286-1,0027-100-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",33.600,28.05,27.75,26.14,25.80,1.46,1.50,1.48,10.12,"999",,N,,,Ø450,0027-101/Ø450,Ø450/L33.60,Ø450/L33.60/D1.46/D1.50,2020/Ø450/L33.60,2020/HP/Ø450/L33.60/D26.14/D25.80/S10.12,2020/HP/Ø450/L33.60/D1.46/D1.50,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-12679,T,SN,GDT,5040-100,SB010,"377051981",SB25,"13",5040-200-1,5040-100-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",32.950,27.80,28.00,0.00,0.00,0.00,0.00,0.00,0.00,"999",,N,,,Ø300,5040-100/Ø300,Ø300/L32.95,Ø300/L32.95/D0.00/D0.00,2020/Ø300/L32.95,2020/HP/Ø300/L32.95/D0.00/D0.00/S0.00,2020/HP/Ø300/L32.95/D0.00/D0.00,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"002",,"2020"
25-13130,T,SN,GDT,5057-203,SB010,"377051981",SB25,"13",5057-202-1,5040-200-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",50.230,27.54,27.80,26.52,26.72,0.72,0.78,0.75,-3.98,"999",,N,,,Ø300,5057-203/Ø300,Ø300/L50.23,Ø300/L50.23/D0.72/D0.78,2020/Ø300/L50.23,2020/HP/Ø300/L50.23/D26.52/D26.72/S-3.98,2020/HP/Ø300/L50.23/D0.72/D0.78,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-13146,T,SN,SLO,0054-200,SB007,"377051984",SB25,"13",0054-200-1,0232-100-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",60.920,22.40,21.68,20.50,19.65,1.45,1.58,1.52,13.95,"999",N,N,,,Ø450,0054-200/Ø450,Ø450/L60.92,Ø450/L60.92/D1.45/D1.58,2020/Ø450/L60.92,2020/HP/Ø450/L60.92/D20.50/D19.65/S13.95,2020/HP/Ø450/L60.92/D1.45/D1.58,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-07044,T,SN,SLO,5152-101,SB010,"377051984",SB25,"13",0000-217-1,5152-100-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",46.090,22.38,22.16,21.21,20.96,0.87,0.90,0.89,5.42,"999",N,N,,,Ø300,5152-101/Ø300,Ø300/L46.09,Ø300/L46.09/D0.87/D0.90,2020/Ø300/L46.09,2020/HP/Ø300/L46.09/D21.21/D20.96/S5.42,2020/HP/Ø300/L46.09/D0.87/D0.90,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2020"
25-19073,T,SN,SLO,0069-150,SB007,"377051984",SB25,"13",0069-150-1,0069-200-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",31.920,22.53,22.22,20.73,20.42,1.35,1.35,1.35,9.71,"999",N,N,,,Ø450,0069-150/Ø450,Ø450/L31.92,Ø450/L31.92/D1.35/D1.35,2020/Ø450/L31.92,2020/HP/Ø450/L31.92/D20.73/D20.42/S9.71,2020/HP/Ø450/L31.92/D1.35/D1.35,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-07037,T,SN,SLO,5151-100,SB010,"377051984",SB25,"13",5151-100-1,5151-200-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",20.270,22.94,22.52,21.66,21.45,0.98,0.77,0.88,10.36,"999",N,N,,,Ø300,5151-100/Ø300,Ø300/L20.27,Ø300/L20.27/D0.98/D0.77,2020/Ø300/L20.27,2020/HP/Ø300/L20.27/D21.66/D21.45/S10.36,2020/HP/Ø300/L20.27/D0.98/D0.77,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-99024,T,SN,ML,0000-208,SB010,"377051991",SB25,"13",5022-200-1,0000-209-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",39.040,33.44,32.79,31.64,31.06,1.50,1.43,1.46,14.86,"999",N,N,N,N,Ø300,0000-208/Ø300,Ø300/L39.04,Ø300/L39.04/D1.50/D1.43,2020/Ø300/L39.04,2020/HP/Ø300/L39.04/D31.64/D31.06/S14.86,2020/HP/Ø300/L39.04/D1.50/D1.43,"71",Y,,,"2020","2020","0","001","001",0.00,"2","02","01",D,Y,N,"001",,"2020"
25-07250,T,SN,ML,5026-101,SB007,"377051992",SB25,"13",5024-800-1,5026-100-1,"001","012","001",2020/12/31,"0","300",0.00,0.00,"1",34.300,35.93,35.30,34.33,34.20,1.30,0.80,1.05,3.79,"999",,N,,,Ø300,5026-101/Ø300,Ø300/L34.30,Ø300/L34.30/D1.30/D0.80,2020/Ø300/L34.30,2020/HP/Ø300/L34.30/D34.33/D34.20/S3.79,2020/HP/Ø300/L34.30/D1.30/D0.80,"71",Y,,,"1900","2020","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2020"
25-06039,T,SN,SLO,5278-950,SB007,"377051995",SB25,"13",5278-950-1,5270-100-1,"001","012","001",2020/12/31,"0","300",0.00,0.00,"1",49.970,20.65,19.97,19.17,18.83,1.18,0.84,1.01,6.80,"999",,N,,,Ø300,5278-950/Ø300,Ø300/L49.97,Ø300/L49.97/D1.18/D0.84,2020/Ø300/L49.97,2020/HP/Ø300/L49.97/D19.17/D18.83/S6.80,2020/HP/Ø300/L49.97/D1.18/D0.84,"71",Y,,,"1900","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-08285,T,SN,ML,0034-701,SB007,"377052310",SB25,"13",0034-701-1,0034-702-1,"001","012","001",2020/12/31,"0","600",0.00,0.00,"1",51.440,23.24,22.21,21.84,20.41,0.80,1.20,1.00,27.80,"999",N,N,,,Ø600,0034-701/Ø600,Ø600/L51.44,Ø600/L51.44/D0.80/D1.20,2020/Ø600/L51.44,2020/HP/Ø600/L51.44/D21.84/D20.41/S27.80,2020/HP/Ø600/L51.44/D0.80/D1.20,"71",Y,,,"1980","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-08283,T,SN,ML,0059-507,SB007,"377052310",SB25,"13",0059-507-1,0059-509-1,"001","012","001",2020/12/31,"0","600",0.00,0.00,"1",61.810,23.95,23.24,22.25,21.34,1.10,1.30,1.20,14.72,"999",,N,,,Ø600,0059-507/Ø600,Ø600/L61.81,Ø600/L61.81/D1.10/D1.30,2020/Ø600/L61.81,2020/HP/Ø600/L61.81/D22.25/D21.34/S14.72,2020/HP/Ø600/L61.81/D1.10/D1.30,"71",Y,,,"1988","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-08235,T,SN,ML,0060-110,SB010,"377052310",SB25,"13",0060-110-1,유출확인불,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",25.130,23.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"999",N,N,,,Ø300,0060-110/Ø300,Ø300/L25.13,Ø300/L25.13/D0.00/D0.00,2020/Ø300/L25.13,2020/HP/Ø300/L25.13/D0.00/D0.00/S0.00,2020/HP/Ø300/L25.13/D0.00/D0.00,"71",Y,,,"1980","2020","0","001","001",0.00,"2","02","01",C,N,,"002",,"2020"
25-08234,T,SN,ML,0060-109,SB010,"377052310",SB25,"13",0000-133-1,0060-110-1,"002","012","001",2020/12/31,"0","300",0.00,0.00,"1",9.730,23.83,23.56,22.55,22.16,0.98,1.10,1.04,40.08,"999",,N,,,Ø300,0060-109/Ø300,Ø300/L9.73,Ø300/L9.73/D0.98/D1.10,2020/Ø300/L9.73,2020/HP/Ø300/L9.73/D22.55/D22.16/S40.08,2020/HP/Ø300/L9.73/D0.98/D1.10,"71",Y,,,"1980","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-07558,T,SN,ML,1003-200,SB007,"377052401",SB25,"13",1003-200-1,1012-100-1,"001","012","001",2021/12/31,"0","450",0.00,0.00,"1",60.710,30.45,30.35,28.56,28.25,1.44,1.65,1.54,5.11,"999",,N,,,Ø450,1003-200/Ø450,Ø450/L60.71,Ø450/L60.71/D1.44/D1.65,2021/Ø450/L60.71,2021/HP/Ø450/L60.71/D28.56/D28.25/S5.11,2021/HP/Ø450/L60.71/D1.44/D1.65,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2021"
25-07692,T,SN,ML,6007-100,SB010,"377052401",SB25,"13",6007-200-1,6019-200-1,"002","012","001",2021/12/31,"0","300",0.00,0.00,"1",57.830,29.30,29.16,27.84,27.61,1.16,1.25,1.21,3.98,"999",,N,,,Ø300,6007-100/Ø300,Ø300/L57.83,Ø300/L57.83/D1.16/D1.25,2021/Ø300/L57.83,2021/HP/Ø300/L57.83/D27.84/D27.61/S3.98,2021/HP/Ø300/L57.83/D1.16/D1.25,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2021"
25-07643,T,SN,ML,6007-200,SB010,"377052401",SB25,"13",6018-400-1,6007-200-1,"002","012","001",2021/12/31,"0","300",0.00,0.00,"1",58.870,29.51,29.30,27.80,27.80,1.41,1.20,1.30,0.00,"999",,N,,,Ø300,6007-200/Ø300,Ø300/L58.87,Ø300/L58.87/D1.41/D1.20,2021/Ø300/L58.87,2021/HP/Ø300/L58.87/D27.80/D27.80/S0.00,2021/HP/Ø300/L58.87/D1.41/D1.20,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-07701,T,SN,ML,1004-200,SB007,"377052401",SB25,"13",1004-200-1,1013-100-1,"001","012","001",2021/12/31,"0","450",0.00,0.00,"1",56.810,29.30,29.11,27.25,26.80,1.60,1.86,1.73,7.92,"999",,N,,,Ø450,1004-200/Ø450,Ø450/L56.81,Ø450/L56.81/D1.60/D1.86,2021/Ø450/L56.81,2021/HP/Ø450/L56.81/D27.25/D26.80/S7.92,2021/HP/Ø450/L56.81/D1.60/D1.86,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2021"
